Run,Post Number,Degrees,Azimuth (Degrees),Wind-Dir (%),Height (m),Corrected_10-min Concentrations (mg/m3) 50,Corrected_10-min Concentrations (mg/m3) 100,Corrected_10-min Concentrations (mg/m3) 200,Corrected_3-min Concentrations (mg/m3) 50,Corrected_3-min Concentrations (mg/m3) 100,Corrected_3-min Concentrations (mg/m3) 200,Corrected_0.5-min Concentrations (mg/m3) 50,Corrected_0.5-min Concentrations (mg/m3) 100,Corrected_0.5-min Concentrations (mg/m3) 200,10-min Vertical Samples Concentrations (mg/m3) 50,10-min Vertical Samples Concentrations (mg/m3) 100,10-min Vertical Samples Concentrations (mg/m3) 200
7.0,37.0,1.5,76.5,4.2735,1.0,70.934,25.722,8.2025,12.126,2.5098,0.16638,4.047,60.928,10.898,63.2,29.573,9.3305
7.0,38.0,1.5,78.0,9.17,0.5,82.524,19.136,4.002,23.594,4.0702,0.91838,146.82,60.928,10.898,71.5,15.2,1.44
7.0,39.0,1.5,79.5,4.2735,4.8,70.934,25.722,8.2025,35.72,5.828,2.7824,2.527,60.928,10.898,86.326,29.573,9.3305
7.0,40.0,1.5,81.0,9.58,4.8,104.88,23.828,6.6792,53.58,6.4202,2.1244,9.443,60.928,10.898,86.326,29.573,9.3305
7.0,41.0,1.5,82.5,4.2735,4.8,70.934,25.722,8.2025,63.262,14.852,1.9364,27.55,0.589,10.898,86.326,29.573,9.3305
7.0,42.0,1.5,84.0,10.42,4.8,103.04,36.708,8.3076,71.158,28.388,2.7448,38.0,0.779,10.898,86.326,29.573,9.3305
7.0,43.0,1.5,85.5,4.2735,4.8,70.934,25.722,8.2025,89.958,32.9,5.1418,50.54,1.235,10.898,86.326,29.573,9.3305
7.0,44.0,1.5,87.0,7.08,4.8,97.52,32.936,12.604,110.92,35.438,8.084,79.04,13.68,10.898,86.326,29.573,9.3305
7.0,45.0,1.5,88.5,4.2735,4.8,70.934,25.722,8.2025,144.76,36.378,10.81,168.15,11.78,10.898,86.326,29.573,9.3305
7.0,46.0,1.5,90.0,6.67,2.5,95.68,32.476,11.04,144.76,36.66,10.998,171.95,11.21,10.898,69.3,31.3,10.6
7.0,47.0,1.5,91.5,4.2735,1.0,70.934,25.722,8.2025,142.88,43.24,12.878,118.75,13.49,10.898,122.0,29.573,9.3305
7.0,48.0,1.5,93.0,6.67,0.5,84.916,32.016,7.7096,123.14,51.982,11.468,77.33,27.93,1.596,144.0,38.1,11.8
7.0,49.0,1.5,94.5,4.2735,4.8,70.934,25.722,8.2025,127.84,49.538,10.528,131.1,23.75,1.976,86.326,29.573,9.3305
7.0,50.0,1.5,96.0,7.5,4.8,93.84,24.012,4.9772,110.92,48.88,-93.06,114.95,59.28,4.465,86.326,29.573,9.3305
7.0,51.0,1.5,97.5,4.2735,4.8,70.934,25.722,8.2025,119.38,33.84,-93.06,104.5,53.77,4.332,86.326,29.573,9.3305
7.0,52.0,1.5,99.0,5.0,4.8,83.904,14.168,2.76,119.38,21.808,4.5402,114.0,27.55,4.142,86.326,29.573,9.3305
7.0,53.0,1.5,100.5,4.2735,4.8,70.934,25.722,8.2025,100.58,19.27,3.8258,150.1,22.42,4.104,86.326,29.573,9.3305
7.0,54.0,1.5,102.0,3.75,4.8,45.172,7.406,1.2236,86.48,16.168,3.1302,137.75,32.68,4.294,86.326,29.573,9.3305
7.0,55.0,1.5,103.5,4.2735,4.8,70.934,25.722,8.2025,82.062,12.784,2.0586,187.15,27.93,2.698,86.326,29.573,9.3305
7.0,56.0,1.5,105.0,3.75,2.5,26.68,4.2872,0.575,58.28,9.494,2.1244,166.25,19.19,2.584,21.0,4.62,0.695
7.0,57.0,1.5,106.5,4.2735,1.0,70.934,25.722,8.2025,31.114,6.7022,1.2408,121.6,11.78,2.736,32.8,29.573,9.3305
7.0,58.0,1.5,108.0,2.08,0.5,12.788,2.0332,0.21988,-93.06,3.9198,0.7708,104.5,5.776,10.898,30.5,4.35,0.725
7.0,59.0,1.5,109.5,4.2735,4.8,70.934,25.722,8.2025,25.286,2.914,0.42018,-94.05,8.588,10.898,86.326,29.573,9.3305
7.0,60.0,1.5,111.0,0.42,4.8,9.844,0.46,8.2025,-93.06,1.4476,9.2112,123.5,9.88,10.898,86.326,29.573,9.3305
7.0,61.0,1.5,112.5,4.2735,4.8,70.934,25.722,8.2025,18.612,0.24158,9.2112,109.25,1.292,10.898,86.326,29.573,9.3305
7.0,62.0,1.5,114.0,1.67,4.8,5.4096,0.0598,8.2025,9.87,0.06862,9.2112,59.09,60.928,10.898,86.326,29.573,9.3305
7.0,63.0,1.5,115.5,4.2735,4.8,70.934,25.722,8.2025,3.666,39.355,9.2112,23.37,60.928,10.898,86.326,29.573,9.3305
7.0,64.0,1.5,117.0,4.2735,4.8,0.55108,25.722,8.2025,1.8518,39.355,9.2112,12.825,60.928,10.898,86.326,29.573,9.3305
7.0,65.0,1.5,118.5,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,66.0,1.5,120.0,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,67.0,1.5,121.5,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,68.0,1.5,123.0,0.83,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,69.0,1.5,124.5,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,70.0,1.5,126.0,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,71.0,1.5,127.5,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,72.0,1.5,129.0,0.42,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
7.0,73.0,1.5,130.5,4.2735,4.8,70.934,25.722,8.2025,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,25.0,1.5,58.5,4.2735,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,26.0,1.5,60.0,0.42,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,27.0,1.5,61.5,4.2735,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,28.0,1.5,63.0,1.25,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,29.0,1.5,64.5,4.2735,4.8,70.163,25.443,8.1134,0.26978,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,30.0,1.5,66.0,1.25,4.8,0.81263,25.443,8.1134,0.45402,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,31.0,1.5,67.5,4.2735,4.8,70.163,25.443,8.1134,3.7882,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,32.0,1.5,69.0,0.83,4.8,6.2881,25.443,8.1134,10.246,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,33.0,1.5,70.5,4.2735,4.8,70.163,25.443,8.1134,20.21,0.57622,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,34.0,1.5,72.0,2.5,4.8,18.655,1.0283,8.1134,42.018,2.4722,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,35.0,1.5,73.5,4.2735,4.8,70.163,25.443,8.1134,40.702,4.794,0.1692,146.82,1.026,10.898,86.326,29.573,9.3305
8.0,36.0,1.5,75.0,3.33,2.5,27.118,5.4145,0.20748,55.46,9.3342,0.65518,3.857,6.099,10.898,27.6,5.38,0.248
8.0,37.0,1.5,76.5,4.2735,1.0,70.163,25.443,8.1134,80.182,16.544,0.9494,8.094,12.73,10.898,30.7,29.573,9.3305
8.0,38.0,1.5,78.0,6.25,0.5,51.051,11.193,1.0647,79.9,24.722,3.6002,13.965,16.34,1.767,33.5,6.03,0.196
8.0,39.0,1.5,79.5,4.2735,4.8,70.163,25.443,8.1134,71.44,35.062,5.7998,30.59,20.71,5.871,86.326,29.573,9.3305
8.0,40.0,1.5,81.0,7.92,4.8,60.515,20.202,3.3579,68.62,40.702,8.9582,43.89,21.66,7.372,86.326,29.573,9.3305
8.0,41.0,1.5,82.5,4.2735,4.8,70.163,25.443,8.1134,81.122,39.48,16.356,76.19,26.41,11.02,86.326,29.573,9.3305
8.0,42.0,1.5,84.0,11.25,4.8,76.713,25.571,8.9726,116.56,44.838,17.672,-94.05,24.7,21.85,86.326,29.573,9.3305
8.0,43.0,1.5,85.5,4.2735,4.8,70.163,25.443,8.1134,134.42,44.462,15.698,108.3,22.23,10.83,86.326,29.573,9.3305
8.0,44.0,1.5,87.0,5.83,4.8,76.713,27.118,10.647,158.86,44.838,14.852,134.9,25.27,10.45,86.326,29.573,9.3305
8.0,45.0,1.5,88.5,4.2735,4.8,70.163,25.443,8.1134,220.9,48.598,13.536,172.9,29.83,10.45,86.326,29.573,9.3305
8.0,46.0,1.5,90.0,8.75,2.5,91.91,33.397,12.103,267.9,52.922,15.322,156.75,50.35,8.93,85.4,32.5,12.1
8.0,47.0,1.5,91.5,4.2735,1.0,70.163,25.443,8.1134,234.06,57.622,17.296,167.2,78.28,9.88,164.0,29.573,9.3305
8.0,48.0,1.5,93.0,9.59,0.5,121.94,45.227,12.74,186.12,65.142,15.792,114.0,86.64,10.45,192.0,37.6,12.5
8.0,49.0,1.5,94.5,4.2735,4.8,70.163,25.443,8.1134,172.02,61.382,15.604,107.35,70.68,8.36,86.326,29.573,9.3305
8.0,50.0,1.5,96.0,9.17,4.8,116.48,43.407,10.829,175.78,56.118,9.2778,109.25,42.56,8.55,86.326,29.573,9.3305
8.0,51.0,1.5,97.5,4.2735,4.8,70.163,25.443,8.1134,136.3,38.258,5.5742,66.69,27.74,4.693,86.326,29.573,9.3305
8.0,52.0,1.5,99.0,6.25,4.8,128.31,31.304,6.7158,124.08,24.816,3.1302,66.31,21.09,3.382,86.326,29.573,9.3305
8.0,53.0,1.5,100.5,4.2735,4.8,70.163,25.443,8.1134,82.438,10.434,1.0058,69.35,11.97,1.14,86.326,29.573,9.3305
8.0,54.0,1.5,102.0,8.75,4.8,129.22,18.655,2.4752,62.04,4.136,0.12502,71.25,15.01,10.898,86.326,29.573,9.3305
8.0,55.0,1.5,103.5,4.2735,4.8,70.163,25.443,8.1134,47.94,2.444,9.2112,53.96,8.778,10.898,86.326,29.573,9.3305
8.0,56.0,1.5,105.0,4.58,2.5,93.73,7.4074,0.85176,31.678,3.2242,9.2112,42.37,13.585,10.898,54.9,7.85,0.884
8.0,57.0,1.5,106.5,4.2735,1.0,70.163,25.443,8.1134,12.784,1.316,9.2112,32.49,6.023,10.898,90.3,29.573,9.3305
8.0,58.0,1.5,108.0,4.58,0.5,69.979,1.4105,0.18837,5.6118,39.355,9.2112,21.66,1.007,10.898,101.0,7.28,0.884
8.0,59.0,1.5,109.5,4.2735,4.8,70.163,25.443,8.1134,3.666,39.355,9.2112,23.94,60.928,10.898,86.326,29.573,9.3305
8.0,60.0,1.5,111.0,2.08,4.8,34.216,0.3731,8.1134,6.6458,39.355,9.2112,37.24,60.928,10.898,86.326,29.573,9.3305
8.0,61.0,1.5,112.5,4.2735,4.8,70.163,25.443,8.1134,5.1982,39.355,9.2112,34.2,60.928,10.898,86.326,29.573,9.3305
8.0,62.0,1.5,114.0,1.67,4.8,12.012,0.09919,8.1134,5.5742,39.355,9.2112,32.49,60.928,10.898,86.326,29.573,9.3305
8.0,63.0,1.5,115.5,4.2735,4.8,70.163,25.443,8.1134,3.666,39.355,9.2112,23.37,60.928,10.898,86.326,29.573,9.3305
8.0,64.0,1.5,117.0,0.42,4.8,5.3599,25.443,8.1134,0.987,39.355,9.2112,8.018,60.928,10.898,86.326,29.573,9.3305
8.0,65.0,1.5,118.5,4.2735,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,66.0,1.5,120.0,1.25,2.5,0.75803,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,0.026,29.573,9.3305
8.0,67.0,1.5,121.5,4.2735,1.0,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,0.33,29.573,9.3305
8.0,68.0,1.5,123.0,0.42,0.5,0.25298,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,0.297,29.573,9.3305
8.0,69.0,1.5,124.5,4.2735,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,70.0,1.5,126.0,0.83,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,71.0,1.5,127.5,4.2735,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,72.0,1.5,129.0,0.83,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
8.0,73.0,1.5,130.5,4.2735,4.8,70.163,25.443,8.1134,104.8,39.355,9.2112,146.82,60.928,10.898,86.326,29.573,9.3305
9.0,9.0,1.5,34.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,10.0,1.5,36.0,4.2735,4.8,0.17376,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,11.0,1.5,37.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,12.0,1.5,39.0,4.2735,4.8,1.824,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,13.0,1.5,40.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,14.0,1.5,42.0,4.2735,4.8,10.08,0.03936,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,15.0,1.5,43.5,4.2735,4.8,74.018,26.841,8.5592,0.07469,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,16.0,1.5,45.0,0.42,4.8,22.752,1.3152,8.5592,0.57521,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,17.0,1.5,46.5,4.2735,2.5,74.018,26.841,8.5592,2.1922,40.611,9.5052,151.46,62.852,11.243,21.3,1.79,9.3305
9.0,18.0,1.5,48.0,3.33,1.0,41.664,2.688,0.05472,5.4029,40.611,9.5052,0.8624,62.852,11.243,24.4,29.573,9.3305
9.0,19.0,1.5,49.5,4.2735,0.5,74.018,26.841,8.5592,19.691,40.611,9.5052,15.778,62.852,11.243,23.7,0.741,9.3305
9.0,20.0,1.5,51.0,2.08,4.8,55.104,6.576,0.64608,30.458,40.611,9.5052,38.416,62.852,11.243,86.326,29.573,9.3305
9.0,21.0,1.5,52.5,4.2735,4.8,74.018,26.841,8.5592,64.02,40.611,9.5052,107.8,62.852,11.243,86.326,29.573,9.3305
9.0,22.0,1.5,54.0,3.75,4.8,66.528,12.864,1.968,83.711,1.4453,9.5052,91.924,2.0188,0.6272,86.326,29.573,9.3305
9.0,23.0,1.5,55.5,4.2735,4.8,74.018,26.841,8.5592,104.76,2.3862,9.5052,119.56,4.4688,2.058,86.326,29.573,9.3305
9.0,24.0,1.5,57.0,5.0,4.8,101.76,16.992,4.272,109.61,5.9849,0.3104,207.76,19.6,1.9796,86.326,29.573,9.3305
9.0,25.0,1.5,58.5,4.2735,4.8,74.018,26.841,8.5592,113.49,16.102,0.56939,299.88,78.008,5.488,86.326,29.573,9.3305
9.0,26.0,1.5,60.0,4.58,2.5,130.56,28.128,5.0016,95.351,23.862,1.3968,239.12,105.84,7.3892,101.0,23.1,4.89
9.0,27.0,1.5,61.5,4.2735,1.0,74.018,26.841,8.5592,91.859,35.211,2.8227,161.7,113.68,11.956,156.0,29.573,9.3305
9.0,28.0,1.5,63.0,7.92,0.5,142.08,46.272,7.8144,91.18,44.329,3.5211,135.24,118.58,15.288,173.0,30.2,5.6
9.0,29.0,1.5,64.5,4.2735,4.8,74.018,26.841,8.5592,98.94,45.299,7.372,155.82,114.66,32.928,86.326,29.573,9.3305
9.0,30.0,1.5,66.0,10.42,4.8,146.88,55.392,12.192,100.88,45.299,11.931,158.76,121.52,35.476,86.326,29.573,9.3305
9.0,31.0,1.5,67.5,4.2735,4.8,74.018,26.841,8.5592,106.7,41.031,13.871,237.16,107.8,31.948,86.326,29.573,9.3305
9.0,32.0,1.5,69.0,11.25,4.8,167.04,56.832,16.704,103.79,38.509,15.52,254.8,78.4,28.616,86.326,29.573,9.3305
9.0,33.0,1.5,70.5,4.2735,4.8,74.018,26.841,8.5592,127.07,41.71,17.169,221.48,47.236,19.012,86.326,29.573,9.3305
9.0,34.0,1.5,72.0,8.33,4.8,169.92,49.056,15.936,142.59,47.239,16.393,133.28,51.94,16.268,86.326,29.573,9.3305
9.0,35.0,1.5,73.5,4.2735,4.8,74.018,26.841,8.5592,151.32,51.119,14.065,94.864,32.928,13.132,86.326,29.573,9.3305
9.0,36.0,1.5,75.0,7.5,2.5,148.8,45.792,13.728,167.81,49.179,11.64,124.46,14.7,3.1556,112.0,41.0,12.7
9.0,37.0,1.5,76.5,4.2735,1.0,74.018,26.841,8.5592,170.72,45.59,9.506,126.42,5.7232,3.332,174.0,29.573,9.3305
9.0,38.0,1.5,78.0,7.92,0.5,123.84,38.784,10.752,191.09,47.239,10.476,98.98,4.6256,2.45,201.0,52.9,14.2
9.0,39.0,1.5,79.5,4.2735,4.8,74.018,26.841,8.5592,177.51,51.41,11.64,51.744,4.6256,1.6072,86.326,29.573,9.3305
9.0,40.0,1.5,81.0,7.08,4.8,94.752,36.672,5.5584,149.38,53.641,9.6321,39.2,1.176,1.1564,86.326,29.573,9.3305
9.0,41.0,1.5,82.5,4.2735,4.8,74.018,26.841,8.5592,125.13,43.941,8.633,35.672,0.5488,0.8036,86.326,29.573,9.3305
9.0,42.0,1.5,84.0,7.08,4.8,78.432,22.944,4.4832,120.28,35.211,9.506,54.292,62.852,11.243,86.326,29.573,9.3305
9.0,43.0,1.5,85.5,4.2735,4.8,74.018,26.841,8.5592,110.58,30.361,9.797,52.92,62.852,11.243,86.326,29.573,9.3305
9.0,44.0,1.5,87.0,3.75,4.8,67.776,11.616,3.1392,91.859,21.922,7.76,78.4,62.852,11.243,86.326,29.573,9.3305
9.0,45.0,1.5,88.5,4.2735,4.8,74.018,26.841,8.5592,74.69,18.042,4.0449,56.84,62.852,11.243,86.326,29.573,9.3305
9.0,46.0,1.5,90.0,4.17,2.5,38.784,6.4608,0.4608,56.26,12.222,0.9215,35.476,62.852,11.243,32.7,5.88,0.618
9.0,47.0,1.5,91.5,4.2735,1.0,74.018,26.841,8.5592,31.719,7.663,0.08439,18.326,62.852,11.243,44.5,29.573,9.3305
9.0,48.0,1.5,93.0,2.5,0.5,14.016,2.8032,8.5592,16.878,2.4153,9.5052,151.46,62.852,11.243,44.5,7.83,0.369
9.0,49.0,1.5,94.5,4.2735,4.8,74.018,26.841,8.5592,8.245,0.74399,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,50.0,1.5,96.0,4.2735,4.8,5.3472,0.65856,8.5592,3.0361,0.41031,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,51.0,1.5,97.5,4.2735,4.8,74.018,26.841,8.5592,0.33659,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,52.0,1.5,99.0,4.2735,4.8,2.2272,0.12192,8.5592,0.11349,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,53.0,1.5,100.5,4.2735,4.8,74.018,26.841,8.5592,0.06499,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,54.0,1.5,102.0,1.25,4.8,3.5328,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,55.0,1.5,103.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,56.0,1.5,105.0,4.2735,2.5,2.7072,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,2.73,29.573,9.3305
9.0,57.0,1.5,106.5,4.2735,1.0,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,2.26,29.573,9.3305
9.0,58.0,1.5,108.0,0.83,0.5,0.264,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,0.686,29.573,9.3305
9.0,59.0,1.5,109.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,60.0,1.5,111.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,61.0,1.5,112.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,62.0,1.5,114.0,0.42,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,63.0,1.5,115.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,63.0,1.5,115.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,64.0,1.5,117.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,65.0,1.5,118.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,66.0,1.5,120.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,67.0,1.5,121.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,68.0,1.5,123.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,69.0,1.5,124.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,70.0,1.5,126.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,71.0,1.5,127.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,72.0,1.5,129.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,73.0,1.5,130.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,74.0,1.5,132.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,75.0,1.5,133.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,76.0,1.5,135.0,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,77.0,1.5,136.5,4.2735,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
9.0,78.0,1.5,138.0,0.42,4.8,74.018,26.841,8.5592,108.15,40.611,9.5052,151.46,62.852,11.243,86.326,29.573,9.3305
10.0,11.0,1.5,37.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,12.0,1.5,39.0,0.42,4.8,0.51324,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,13.0,1.5,40.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,14.0,1.5,42.0,4.2735,4.8,5.2358,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,15.0,1.5,43.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,16.0,1.5,45.0,0.42,2.5,9.964,0.01222,0.13536,107.03,40.192,9.4072,149.91,62.211,11.128,7.36,0.053,9.3305
10.0,17.0,1.5,46.5,4.2735,1.0,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,12.9,29.573,9.3305
10.0,18.0,1.5,48.0,1.25,0.5,18.518,0.37788,0.34498,107.03,40.192,9.4072,149.91,62.211,11.128,13.8,0.004,9.3305
10.0,19.0,1.5,49.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,20.0,1.5,51.0,1.67,4.8,21.902,3.0832,0.9964,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,21.0,1.5,52.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,22.0,1.5,54.0,2.5,4.8,28.012,6.3168,1.1092,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,23.0,1.5,55.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,24.0,1.5,57.0,3.33,4.8,33.746,7.0688,1.8142,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,25.0,1.5,58.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,26.0,1.5,60.0,6.25,2.5,48.692,13.254,3.3746,107.03,40.192,9.4072,149.91,62.211,11.128,35.5,12.6,1.7
10.0,27.0,1.5,61.5,4.2735,1.0,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,55.9,29.573,9.3305
10.0,28.0,1.5,63.0,3.75,0.5,81.404,21.244,4.4274,107.03,40.192,9.4072,149.91,62.211,11.128,60.8,15.0,1.97
10.0,29.0,1.5,64.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,30.0,1.5,66.0,4.58,4.8,92.308,23.5,2.8482,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,31.0,1.5,67.5,4.2735,4.8,72.476,26.281,8.3809,107.03,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,32.0,1.5,69.0,4.58,4.8,91.556,26.696,3.5626,1.9392,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
10.0,33.0,1.5,70.5,4.2735,4.8,72.476,26.281,8.3809,4.608,40.192,9.4072,149.91,62.211,11.128,86.326,29.573,9.3305
